name,org_nr,address,post_code,post_area,rating,price_level,user_ratings_total,agg_grade,mean_inspection_type,total_inspections,website,reservable,dine_in,mean_grade,count_grade_0,count_grade1,count_grade2,count_grade3,latlng
Krem Kafe og Konditori ,921236549,Holmlia Senter vei 19,1255,OSLO,4.8,,66.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.834305, 10.794286]"
Krishnas Cuisine,982375673,Sørkedalsveien 10 B,0364,OSLO,4.6,1,216.0,3,0.0,6,1,,,0.5,3,3,0,0,"[59.9417756, 10.6738377]"
Kryddern,928415546,Nils Hansens vei 15,0667,OSLO,4.3,,4.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.910792, 10.8205]"
Kullt,917793875,RÅDHUSGATA 27,0158,OSLO,4.1,3,1463.0,4,0.1666666666666666,6,1,,,0.6666666666666666,3,2,1,0,"[59.91111, 10.736143]"
Kulturhuset i Oslo,916824416,Youngstorget 3,0155,OSLO,4.3,2,2469.0,3,0.0,4,1,,,0.75,1,3,0,0,"[59.914277, 10.749149]"
Kuro Oslo,928868583,Rathkes gate 9C,0558,OSLO,4.9,,19.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.920806, 10.76313]"
Kveitemjøl ,923695052,Fjordalléen 10 ,0250,OSLO,4.3,,94.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.909344, 10.725136]"
Kverneriet,914748119,KIRKEVEIEN 64A,0364,OSLO,4.5,2,1871.0,7,0.2857142857142857,7,1,,,1.0,2,3,2,0,"[59.929256, 10.71547]"
Kverneriet,918430962,Henrik Ibsens Gate 100,0255,OSLO,4.4,2,1228.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.914391, 10.718977]"
KöD Oslo AS ,920878717,Tollbugata 15,0152,OSLO,4.5,3,699.0,5,0.4,5,1,,,1.0,2,1,2,0,"[59.910275, 10.745143]"
L'Ardoise AS,914926149,THERESESGATE 20,0168,OSLO,4.5,2,334.0,13,0.5,10,1,,,1.3,2,3,5,0,"[59.929089706449474, 10.732890503869411]"
L'Oasis Mazze,929177193,Trondheimsveien 14,0560,OSLO,4.5,2,186.0,2,0.0,1,1,,,2.0,0,0,1,0,"[59.919751, 10.764675]"
LETT Frogner,921847203,Frognerveien 8,0257,OSLO,3.9,,41.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.916148, 10.715242]"
LUCKY BIRD,917580898,Munkedamsveien 29,0251,OSLO,1.0,,1.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.91217, 10.726725]"
La Baguette Oslo S avd. 1318,923487158,Jernbanetorget 1,0154,OSLO,3.4,2,74.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.910875, 10.750737]"
La Belle Flør Café,918622284,Ullevålsveien 1,0165,OSLO,4.8,,16.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.918071, 10.743799]"
La Fable Brasserie,988123358,Nedre Vollgate 19,0158,OSLO,4.3,,95.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.912378, 10.738922]"
La Mayor,926005839,Bernt Ankers Gate 25 ,0183,OSLO,4.8,,44.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.916423, 10.751258]"
La Mocca,920069908,Platous gate 6,0190,OSLO,5.0,,2.0,2,0.0,1,1,,,2.0,0,0,1,0,"[59.912427, 10.766343]"
La Sangria,872220992,Holbergs gate 19,0166,OSLO,4.3,2,389.0,6,0.0,7,1,,,0.8571428571428571,1,6,0,0,"[59.9189136, 10.7337186]"
La Såda,998813913,Schultz gate 11,0365,OSLO,4.5,2,163.0,5,0.4,5,1,,,1.0,2,1,2,0,"[59.928001, 10.721744]"
La Villa Restaurant,916656394,Tøyengata 2,0190,OSLO,4.4,2,564.0,8,0.375,8,1,,,1.0,3,2,3,0,"[59.912783, 10.763911]"
Laboratoriet,924310898,Harbitzallen 3,0275,OSLO,4.2,2,103.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.924485310876975, 10.6741104510958]"
Lahoree Dera Tandori,924356421,Norbygata 56,0190,OSLO,3.9,1,705.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.913066, 10.76559]"
Landhandleriet,919977051,Øvre Smestad vei 1,0378,OSLO,4.8,,40.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.9421393172546, 10.673226495586903]"
Larsen Restaurant,927472562,Sørkedalsveien 1b,0369,OSLO,4.2,2,537.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.929966, 10.713413]"
Latter,986811478,HOLMENS GATE 1,0250,OSLO,4.4,,1788.0,6,0.25,8,1,,,0.75,4,2,2,0,"[59.910814, 10.726769]"
Lawo terrasse,988572349,KARL JOHANSGATE 26,0162,OSLO,3.7,3,424.0,6,0.5,6,1,,,1.0,3,0,3,0,"[59.91482328153904, 10.734685878611486]"
Le Benjamin,995972247,Søndre gate 6,0256,OSLO,4.7,2,643.0,5,0.1428571428571428,7,1,,,0.7142857142857143,3,3,1,0,"[59.918718, 10.757965]"
LeMeo Sushi,917302634,Mandalls gate 10,0190,OSLO,3.8,2,145.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.911095, 10.763214]"
Leos lekeland Ulsrud,999047130,JOHN G. MATTESONS VEI 4,0687,OSLO,3.9,,1457.0,6,0.2222222222222222,9,1,,,0.6666666666666666,5,2,2,0,"[59.8920391, 10.854196364506027]"
Lett Aker Brygge,921847122,Grundingen 1,0250,OSLO,4.2,,81.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.910464, 10.728074]"
Lett Klingenberg,921847211,Klingenberggata 12,0161,OSLO,4.2,,125.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.913359, 10.732011]"
Lett Munch Brygge,927814358,Operagata 17,0194,OSLO,3.8,,29.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.907213, 10.756059]"
Lett Steen&Strøm,921847246,Nedre Slottsgate 8,0157,OSLO,3.8,,17.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.912157, 10.742756]"
Lett Valkyrien,930047988,Valkyriegata 3,0366,OSLO,3.5,,2.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.928273, 10.718532]"
Lett og Mett Duniya Grill AS,999664113,Brugata 8,0168,OSLO,3.7,,21.0,12,0.4,10,1,,,1.2,3,3,3,1,"[59.914077, 10.754447]"
Liebling,926042238,Øvrefoss 4,0555,OSLO,4.4,2,431.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.927342, 10.756489]"
Lille Amerika AS,924825375,Calmeyers gate 9A,0183,OSLO,4.6,,294.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.91625, 10.75449]"
Lille Andys,971912391,Frognerveien 12B,0263,OSLO,4.2,2,147.0,4,0.6666666666666666,3,1,,,1.3333333333333333,1,0,2,0,"[59.916398, 10.713137]"
Lille O,928324958,Sandakerveien 102D,0484,OSLO,4.6,,63.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.944756, 10.771561]"
Lille Persille avd. Storo,815046862,VITAMINVEIEN 7,0485,OSLO,4.2,,75.0,8,0.3333333333333333,9,1,,,0.8888888888888888,4,2,3,0,"[59.946842, 10.775387]"
Lille Saigon,923400435,Sandakerveien102D,0484,OSLO,4.2,,40.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.94439619281384, 10.771528698030467]"
Lille Saigon 1 AS,812869922,Bernt Ankers gate 27,0183,OSLO,4.0,1,986.0,4,0.4,5,1,,,0.8,3,0,2,0,"[59.916472, 10.751166]"
Lille Sumo,990684006,OLAV VS GATE 4,0161,OSLO,3.9,,154.0,10,0.4444444444444444,9,1,,,1.1111111111111112,4,1,3,1,"[59.91342, 10.732806]"
LilleAger AS ,927218666,Lilleakerveien 23,0283,OSLO,3.0,,48.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.918942, 10.63664]"
Lincoln sportsbar & restaurant,981379756,Vogts gate 43,0474,OSLO,3.9,2,203.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.933476, 10.763881]"
Linderudkollen sportsstue,983872352,SOLEMSKOGEN,0496,OSLO,4.3,2,220.0,0,0.0,4,1,,,0.0,4,0,0,0,"[59.9787889, 10.8133639]"
Ling Ling by Hakkasan,817736122,Stranden 30,0250,OSLO,4.1,,652.0,1,0.0,5,1,,,0.2,4,1,0,0,"[59.90896, 10.725714]"
Lio's Café & Catering,989901532,SCHLEPPEGRELLS GATE 30,0556,OSLO,4.8,,148.0,5,0.25,8,1,,,0.625,5,1,2,0,"[59.927345, 10.764753]"
Listen to Baljit,919966491,Frognerveien 1A,0257,OSLO,4.3,2,945.0,4,0.25,4,1,,,1.0,1,2,1,0,"[59.9156329, 10.7168405]"
Lofthus Samvirkelag  avd. Åsengata,917380929,Åsengata 42A,0480,OSLO,4.6,2,425.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.939373, 10.773576]"
Lofthus Samvirkelag Røa Torg,927016834,Tore Hals Mejdells vei 5,0751,OSLO,4.5,,51.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.946188, 10.643123]"
Lofthus samvirkelag Kunstnernes hus,917380864,WERGELANDSVEIEN 17,0167,OSLO,4.3,,146.0,4,0.0,4,1,,,1.0,0,4,0,0,"[59.91943, 10.730615]"
Los Tacos,916919085,Europarådets plass 1,0154,OSLO,4.0,2,1675.0,5,0.1666666666666666,6,1,,,0.8333333333333334,2,3,1,0,"[59.911954, 10.749291]"
Los Tacos ,822612512,Seilduksgata 17,0553,OSLO,3.7,2,292.0,4,0.5,4,1,,,1.0,2,0,2,0,"[59.925443, 10.759484]"
Los Tacos Oslo City AS,925427705,Stenersgata 1,050,OSLO,3.9,2,98.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.913019, 10.752907]"
Los Tacos Smestad,928926087,Hoffsveien 92,0377,OSLO,4.8,,23.0,2,0.0,1,1,,,2.0,0,0,1,0,"[59.936898, 10.683487]"
Los Tacos Steen og Strøm,927944405,Nedre Slottsgate 8,0157,OSLO,4.5,2,44.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.912157, 10.742756]"
Los Tacos Storo,922902968,Vitaminveien 11,0484,OSLO,4.2,2,460.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.9464094, 10.7744019]"
Louise Restaurant & bar,984245734,Stranden 3,0250,OSLO,4.0,3,2000.0,4,0.1428571428571428,7,1,,,0.5714285714285714,4,2,1,0,"[59.910171, 10.727808]"
Lucky Bird,911621622,MARIDALSVEIEN 17B,0175,OSLO,4.1,2,794.0,5,0.1428571428571428,7,1,,,0.7142857142857143,3,3,1,0,"[59.9246523, 10.7504705]"
Ludo,822871992,Vibes gate 11A,0356,OSLO,4.6,,135.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.926658, 10.723942]"
Lulu,919895551,Youngs gate 7,0181,OSLO,4.7,,204.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.914829, 10.750797]"
Lunar ,923217630,Lørenveien 690,0579,OSLO,4.5,,44.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.9290254, 10.8008242]"
Lysebu,873357312,Lysebuveien 12,0790,OSLO,4.6,,510.0,9,0.3333333333333333,9,1,,,1.0,3,3,3,0,"[59.977237, 10.655501]"
Løve Restaurant og Bar,996624838,Kristins IV's gate 8 ,0164,OSLO,4.3,2,111.0,6,0.1428571428571428,7,1,,,0.8571428571428571,2,4,1,0,"[59.91557748518679, 10.834875102543691]"
M23 Bar & Restaurant AS/Hells Kitchen Oslo,921748337,Møllergata 23,0179,OSLO,4.3,1,135.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.915635, 10.74856]"
MAD at BAR - Vulkan,996343537,MARIDALSVEIEN 17,0178,OSLO,3.6,,47.0,7,0.25,8,1,,,0.875,3,3,2,0,"[59.922647, 10.751205]"
MAX Grønland,914189020,TØYENGATA 2,0190,OSLO,3.5,1,920.0,8,0.375,8,1,,,1.0,4,1,2,1,"[59.912783, 10.763911]"
MC Donalds Storo,995626306,VITAMINVEIEN 7-9,0485,OSLO,3.5,1,1197.0,4,0.1428571428571428,7,1,,,0.5714285714285714,4,2,1,0,"[59.9464094, 10.7744019]"
MIND THE GAP,916463596,Romsås senter 1,0970,OSLO,3.6,,19.0,14,0.6666666666666666,9,1,,,1.5555555555555556,2,0,7,0,"[59.963161, 10.892858]"
MOCCA kaffebar & brenneri AS,982309808,Niels Juels gate 70,0259,OSLO,4.7,2,192.0,5,0.125,8,1,,,0.625,4,3,1,0,"[59.919247, 10.718531]"
MR Mi,925299413,Vitaminveien 24,0483,OSLO,4.7,,66.0,2,0.0,1,1,,,2.0,0,0,1,0,"[59.946887, 10.771979]"
MR. Fish,913677692,SANDAKERVEIEN 22 A,0473,OSLO,4.2,,251.0,21,0.6,15,1,,,1.4,4,2,8,1,"[59.934123, 10.761594]"
Maaemo,995781220,Dronning Eufemias gate 23,0194,OSLO,4.7,4,463.0,0,0.0,6,1,,,0.0,6,0,0,0,"[59.907545, 10.758183]"
Mac + Cheese Bar Møllergata,827096482,Møllergata 46,0179,OSLO,4.1,,36.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.918581, 10.751059]"
Mad Goat Tap Room,917605556,Mandallsgate 10,0190,OSLO,4.5,2,334.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.91109471764, 10.763213853707157]"
Mad Love Pizza,927384744,Grønlandsleiret 61b,0190,OSLO,4.7,,134.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.909758, 10.767986]"
Made in India by Aahar,919867035,Maridalsveien 21,0178,OSLO,4.4,,410.0,2,0.3333333333333333,3,1,,,0.6666666666666666,2,0,1,0,"[59.92341, 10.751111]"
Mahayana Asian Dining,899165322,Stortingsgata 12,0161,OSLO,4.1,2,779.0,12,0.4545454545454545,11,1,,,1.0909090909090908,4,2,5,0,"[59.913312, 10.736879]"
Majorstua sushi,998683424,Bogstadsveien 53 ,0366,OSLO,4.0,1,212.0,5,0.6666666666666666,3,1,,,1.6666666666666667,1,0,1,1,"[59.929508817959885, 10.71408919383874]"
Malik's Kvarten Bistro AS,876576422,KRISTIAN IV`S GATE 1,0164,OSLO,4.0,1,186.0,16,0.5833333333333334,12,1,,,1.3333333333333333,5,0,5,2,"[59.9165875, 10.7344042]"
Malik`s Mortensrud ,983678742,LOFSRUDVEIEN 6,1281,OSLO,4.1,,70.0,7,0.25,8,1,,,0.875,3,3,2,0,"[59.848419, 10.829195]"
Mamma Pizza AS,998915945,Dronningens gate 22,0154,OSLO,4.6,2,3509.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.910774, 10.746797]"
Mandi restaurant AS,922141800,Tøyengata 29,0578,OSLO,4.5,,196.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.914258, 10.768426]"
Mangiamo,923189955,Thorvald Meyers gate 43A,0555,OSLO,3.9,,498.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.924473, 10.758807]"
Mano Pizza,815598342,Frognerveien 2,0257,OSLO,4.3,,130.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.915312, 10.716818]"
Marajah as,916317433,TRONDHEIMSVEIEN 391,0952,OSLO,3.9,2,35.0,16,0.5,12,1,,,1.3333333333333333,4,1,6,1,"[59.952359, 10.867368]"
Marienlyst Cafebar,976781503,Kirkeveien 104,0361,OSLO,4.4,1,112.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.933545, 10.72548]"
Mariholtet sportsstue Marka,971885017,Mariholtveien 200,1061,OSLO,4.5,,517.0,0,0.0,2,1,,,0.0,2,0,0,0,"[59.891645, 10.907342]"
Markveien Mat & Vinhus,971734264,TORVBAKKGATA 12,0550,OSLO,4.5,2,280.0,5,0.125,8,1,,,0.625,4,3,1,0,"[59.919699, 10.757123]"
Marmaris - Bella grill house,913646401,STORGATA 45,0182,OSLO,1.0,,4.0,3,0.3333333333333333,3,1,,,1.0,2,0,0,1,"[59.915652, 10.755514]"
Marrakech - Vippa,922316708,Akershusstranda 25 ,0150,OSLO,5.0,,1.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.901814, 10.741166]"
Maschmanns - Bakeri og pizzeria,997640144,Karenslyst Allè 51,0278,OSLO,4.5,,285.0,6,0.25,8,1,,,0.75,4,2,2,0,"[59.921438, 10.680984]"
Mat & Mer,996120813,Bergensgata 2,0468,OSLO,4.4,2,227.0,4,0.2,5,1,,,0.8,2,2,1,0,"[59.939992, 10.758913]"
Matcha Cafe,919673745,Youngstorget 2,0181,OSLO,3.9,2,164.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.914553, 10.749678]"
Mats og Martin,994384031,MUSTADVEIEN 1 CC-VEST,0283,OSLO,4.1,2,100.0,6,0.1666666666666666,6,1,,,1.0,1,4,1,0,"[59.918691910948716, 10.634658199604598]"
Max Egertorget,999099858,KARL JOHANSGATE 18C,0159,OSLO,3.8,2,3467.0,11,0.4444444444444444,9,1,,,1.2222222222222223,3,2,3,1,"[59.91268476467238, 10.741567421118532]"
Max Grill  Stovner Senter,917777330,Stovner senter 3,0985,OSLO,2.6,,41.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.962146, 10.924524]"
Maxin Chicken Grønland T-bane,926363336,Grønland T-bane,0188,OSLO,,,,9,0.8,5,1,,,1.8,1,0,3,1,"[59.91261000000003, 10.758620000000064]"
"McDonald's Familerestaurant, Alnabru",975048845,STRØMSVEIEN 241A,0668,OSLO,3.7,1,1945.0,3,0.0,5,1,,,0.6,2,3,0,0,"[59.924663, 10.843518]"
"McDonald's Familerestaurant, Gaustad",878651022,TORGNY SEGERSTEDTS VEI 11  ,0372,OSLO,3.8,1,1917.0,5,0.0,6,1,,,0.8333333333333334,1,5,0,0,"[59.948351, 10.723708]"
"McDonald's Familerestaurant, Nedre Slottsgate",973090747,NEDRE SLOTTSGATE 21,0157,OSLO,3.6,1,2708.0,9,0.4,10,1,,,0.9,5,1,4,0,"[59.912996, 10.743176]"
"McDonald's Familierestairant, Majorstuen",975048829,VALKYRIEGATEN 13,0366,OSLO,3.6,1,1801.0,3,0.125,8,1,,,0.375,6,1,1,0,"[59.929270213888536, 10.71686051426317]"
"McDonald's Familierestaurant, Alna Senter",986028862,STRØMSVEIEN 245,0668,OSLO,3.5,1,220.0,4,0.0,5,1,,,0.8,1,4,0,0,"[59.9260008, 10.847668]"
"McDonald's Familierestaurant, Bryn",924853816,Østensjøveien 79,0667,OSLO,3.7,1,348.0,0,0.0,2,1,,,0.0,2,0,0,0,"[59.903192, 10.822458]"
"McDonald's Familierestaurant, CC Vest",986599142,LILLEAKERVEIEN 16,0283,OSLO,3.8,1,725.0,6,0.1666666666666666,6,1,,,1.0,1,4,1,0,"[59.917405, 10.636047]"
"McDonald's Familierestaurant, Furuseth",974824426,Tevlingveien 17,1081,OSLO,3.6,1,1730.0,3,0.1428571428571428,7,1,,,0.4285714285714285,5,1,1,0,"[59.930862, 10.868674]"
"McDonald's Familierestaurant, Grorud",976715799,GRORUDVEIEN 73,0976,OSLO,3.4,1,1527.0,5,0.1428571428571428,7,1,,,0.7142857142857143,3,3,1,0,"[59.9499716, 10.8884953]"
"McDonald's Familierestaurant, Linderud senter",879838002,ERICH MOGENSØNS VEI 38,0594,OSLO,3.0,1,255.0,8,0.3333333333333333,9,1,,,0.8888888888888888,4,2,3,0,"[59.943242, 10.835473]"
"McDonald's Familierestaurant, Storgata ",974188813,STORGATA 15,0155,OSLO,3.7,1,3227.0,5,0.0,6,1,,,0.8333333333333334,1,5,0,0,"[59.913513, 10.74957]"
"McDonald's Familierestaurant, Thorvald Meyers gate",995085933,THORVALD MEYERS GATE 35,0555,OSLO,3.5,1,954.0,5,0.3333333333333333,6,1,,,0.8333333333333334,3,1,2,0,"[59.925268, 10.759022]"
Mcdonald’s Klingenberggaten,973117734,Klingenberggata 4,0161,OSLO,3.5,1,2211.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.91376, 10.734031]"
Mediterranean Grill AS,919812532,Torggata 34,0183,OSLO,4.3,1,882.0,11,0.4444444444444444,9,1,,,1.2222222222222223,3,2,3,1,"[59.917277, 10.753578]"
Mehfel Restaurant,919225122,Kirkegata 15,0153,OSLO,4.6,2,391.0,8,0.5,8,1,,,1.0,4,0,4,0,"[59.910181, 10.743439]"
MeiWei Spiseri,983437974,Tullins gate 6,0166,OSLO,4.0,,225.0,2,0.0,3,1,,,0.6666666666666666,1,2,0,0,"[59.918298, 10.73476]"
Mela Kafe,917183104,MARIBOES GATE 8 ,0183,OSLO,4.5,2,379.0,3,0.0,4,1,,,0.75,1,3,0,0,"[59.916682, 10.750517]"
Mendels,925603066,Pilestredet 75C,0354,OSLO,4.6,,148.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.926947, 10.728609]"
Meraki AS,921954271,Torggata 16,0181,OSLO,4.5,,43.0,2,0.3333333333333333,3,1,,,0.6666666666666666,2,0,1,0,"[59.915849, 10.750834]"
Meraki Barcode AS,928431606,Dronning Eufemias gate 14,0191,OSLO,3.0,,2.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.908438, 10.758252]"
Mesh Youngstorget,912476561,Møllergata 6,0179,OSLO,4.7,,25.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.914014, 10.746287]"
Mesob restaurant,919032359,Motzfeldts gate 5,0187,OSLO,4.8,,270.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.913893, 10.762844]"
Mevlana Restaurant,923750231,Trondheimsveien 139,0570,OSLO,4.1,,65.0,4,0.5,4,1,,,1.0,2,0,2,0,"[59.929546, 10.77833]"
Michaels,922920710,Briskebyveien 31,0260,OSLO,4.2,,125.0,2,0.0,3,1,,,0.6666666666666666,1,2,0,0,"[59.922319, 10.715401]"
Mike`s Corner,927542900,Operagata 77D,0194,OSLO,4.4,,76.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.906375, 10.759618]"
Mini Thai Sushi,994222058,FRIDTJOF NANSENS VEI 2,0369,OSLO,4.0,2,228.0,4,0.0,5,1,,,0.8,1,4,0,0,"[59.929472, 10.712417]"
Mirabel Sørenga,918111409,Sørengkaia 163,0194,OSLO,3.9,2,1088.0,5,0.4,5,1,,,1.0,2,1,2,0,"[59.9022849, 10.7520831]"
Mister India,999053882,DRONNINGENS GATE 19,0154,OSLO,4.5,2,1205.0,4,0.1428571428571428,7,1,,,0.5714285714285714,4,2,1,0,"[59.911045, 10.74674]"
Molto Trattoria,925601853,Lørenfaret 1,0585,OSLO,4.1,,57.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.931341, 10.800337]"
Mon Oncle,995781220,Universitetsgata 9,0164,OSLO,4.8,,23.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.916898, 10.738479]"
Mondi AS/Tre stuer og bar,913707702,DARRES GATE 1,0175,OSLO,4.3,2,243.0,7,0.25,8,1,,,0.875,3,3,2,0,"[59.92751, 10.751309]"
Monsun Noodlebar,914971446,HELGESENSGATE 14,0553,OSLO,4.1,2,800.0,13,0.5454545454545454,11,1,,,1.181818181818182,5,0,5,1,"[59.92461434266305, 10.758527465691479]"
Mother India,924609001,Pilestredet 63,0350,OSLO,4.3,2,466.0,4,0.6666666666666666,3,1,,,1.3333333333333333,1,0,2,0,"[59.923905, 10.731117]"
Mr. Hong ,971965029,STORTINGSGATA 8,0161,OSLO,4.0,2,1299.0,18,0.6153846153846154,13,1,,,1.3846153846153846,5,0,6,2,"[59.913151, 10.73755]"
Ms Farmer/Mr Garden,925601853,Lørenfaret 1,0585,OSLO,5.0,,1.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.931341, 10.800337]"
Mucho Mas AS,974489902,THORVALD MEYERSG 36,0555,OSLO,4.2,2,907.0,10,0.3,10,1,,,1.0,3,4,3,0,"[59.92423630481853, 10.759354322517042]"
Munch Deli Bakeri Kafé,926699237,Edvard Munchs plass 1,0194,OSLO,2.7,,62.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.906166, 10.755419]"
Munchies Løkka,914105897,THORVALD MEYERSGATE 36,0555,OSLO,4.2,2,1036.0,12,0.4545454545454545,11,1,,,1.0909090909090908,4,2,5,0,"[59.92423630481853, 10.759354322517042]"
Munchies Munch Brygge,922284458,Operagata 13,0194,OSLO,4.1,,189.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.907073, 10.75598]"
Munchies Pløens gate,912513246,Pløens gate 4,0181,OSLO,4.2,2,874.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.914068, 10.749027]"
Munchies Skovveien,917539979,Skovveien 4,0257,OSLO,4.2,2,396.0,4,0.25,4,1,,,1.0,1,2,1,0,"[59.91581, 10.715563]"
My Ugly Baby Vika AS ,927250209,Ruseløkkveien 3-5,0251,OSLO,4.4,,54.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.911762, 10.7235965]"
Møllefossen Cafe,926362577,Lilleakerveien 2E,0283,OSLO,4.4,,45.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.914632, 10.637998]"
NABO Kitchen & Bar,987024860,Essendrops gate 9,0368,OSLO,4.1,2,357.0,14,0.4545454545454545,11,1,,,1.2727272727272727,3,3,4,1,"[59.929548, 10.711713]"
NEW BEIRUT KEBAB AS,881501252,Møllergata 8,0179,OSLO,4.1,1,750.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.914181, 10.746582]"
NISHIKI SUSHI & WOK STOVNER AS,918701354,STOVNER SENTER 3,0985,OSLO,3.7,,81.0,13,0.5454545454545454,11,1,,,1.181818181818182,5,0,5,1,"[59.962146, 10.924524]"
"Naan & Curry, Vippa",924723769,Akershusstranda 25,0150,OSLO,4.3,,479.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.901814, 10.741166]"
Nam Kang,972632635,FREDENSBORGVEIEN 24 C,0177,OSLO,4.1,2,336.0,11,0.5,10,1,,,1.1,4,1,5,0,"[59.918845, 10.746416]"
Nasjonalmuseet kafe',928250288,Brynjulf Bulls plass 3,0250,OSLO,3.6,,19.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.911494, 10.729109]"
Natraj Restaurant,880836862,Bygdøy Alle 8,0262,OSLO,4.5,2,185.0,9,0.4,10,1,,,0.9,5,1,4,0,"[59.915694, 10.713251]"
Nawab Norge ,923889191,Trygve Lies plass 1,1051,OSLO,3.6,2,184.0,6,0.5,4,1,,,1.5,1,1,1,1,"[59.9410672, 10.8980191]"
Nazar Cafè bar,897504952,Kristiansandsgata 2,0463,OSLO,4.3,,149.0,11,0.4,10,1,,,1.1,4,2,3,1,"[59.93826767426836, 10.752807134181637]"
Nedre Foss Gård,915347304,Nordre gate 2,0551,OSLO,4.4,2,872.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.922147, 10.754104]"
Nektar Vinbar AS,823161662,Fredensborgveien 42,0177,OSLO,4.8,,85.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.92039, 10.749109]"
Never Forget Sushi,995690292,STRØMSVEIEN 24,0658,OSLO,4.1,2,73.0,6,0.25,8,1,,,0.75,4,2,2,0,"[59.9091, 10.787966]"
Never Mind,972794694,VOGTS GATE 68,0477,OSLO,3.9,,102.0,7,0.375,8,1,,,0.875,4,1,3,0,"[59.936794, 10.76635]"
New Anarkali Satwinder Singh,982855853,Thorvald Meyers gate 76,0550,OSLO,4.4,2,671.0,12,0.2727272727272727,11,1,,,1.0909090909090908,3,5,2,1,"[59.919405, 10.759701]"
New Dehli ,976390555,Tjuvholmen allè 2,0252,OSLO,4.3,2,1571.0,3,0.25,4,1,,,0.75,2,1,1,0,"[59.90884, 10.723161]"
