name,org_nr,address,post_code,post_area,rating,price_level,user_ratings_total,agg_grade,mean_inspection_type,total_inspections,website,reservable,dine_in,mean_grade,count_grade_0,count_grade1,count_grade2,count_grade3,latlng
 Alibaba Restaurant Stovner,919128372,Stovner senter 3,0985,OSLO,3.8,,33.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.962146, 10.924524]"
 DALAT CAFE VIET AS,923602658,Torggata 27,0183,OSLO,4.4,1,450.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.916912, 10.753309]"
8 fish sushi,922566836,Haslevangen 18,0579,OSLO,4.8,,67.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.9266866, 10.7924661]"
@On Padthai Takeaway Chaichit,927731371,Herslebsgate 4A,0561,OSLO,4.3,,22.0,5,0.6666666666666666,3,1,,,1.6666666666666667,1,0,1,1,"[59.919493971355024, 10.762425116618374]"
ADAL BAR & RESTAURANT AS,913975138,STORGATA 41,0182,OSLO,4.2,,31.0,12,0.625,8,1,,,1.5,3,0,3,2,"[59.915211, 10.754918]"
AKKA Arabisk Espresso Kafe,983571840,HEGDEHAUGSVEIEN 36,0352,OSLO,3.8,,130.0,11,0.4,10,1,,,1.1,3,3,4,0,"[59.923379, 10.725564]"
ARTS,923157905,Filipstad brygge 2,0252,OSLO,4.7,,58.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.909915, 10.722698]"
ASIA,940965098,GRUNDINGEN 2,0250,OSLO,4.1,2,1428.0,2,0.0,6,1,,,0.3333333333333333,4,2,0,0,"[59.910351, 10.727818]"
Abelone kjøkken og bar,928932222,Brugata 11,0186,OSLO,4.6,,27.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.913825, 10.756473]"
Adriatic Cafe ,912212599,HELGESENS GATE 44,0553,OSLO,4.6,1,615.0,11,0.5,10,1,,,1.1,4,1,5,0,"[59.923706, 10.764844]"
Aften 1 Pizza AS,822275532,Storgata 39,0182,OSLO,4.1,1,258.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.915124, 10.754681]"
Agave Mexican Food avd Lambertseter,920901174,Cecilie Thoresens vei 17,0115,OSLO,4.2,2,119.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.874914, 10.810462]"
Al Dente Bryn,997889614,ØSTENSJØVEIEN 79,0667,OSLO,3.4,,23.0,7,0.3333333333333333,9,1,,,0.7777777777777778,5,1,3,0,"[59.903192, 10.822458]"
Albertine Spiseri ,981086015,HALLINGS GATE 3,0170,OSLO,4.5,,220.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.922516, 10.739095]"
Aleppo Bahebek - Vippa,922244251,AKERSHUSSTRANDA 25   Skur 40,0150,OSLO,4.2,,59.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.90181444208221, 10.741166263232543]"
Alex Sushi AS,984044275,CORT ADELERS GATE 2,0254,OSLO,4.7,4,918.0,8,0.3333333333333333,9,1,,,0.8888888888888888,4,2,3,0,"[59.914655, 10.720815]"
Ali Babas Pizza&Grill,921717164,Helga Vaneks vei 13,1281,OSLO,4.4,2,406.0,2,0.0,1,1,,,2.0,0,0,1,0,"[59.8485618, 10.832053]"
Alibaba Restaurant,890986722,Trondheimsveien 6,0560,OSLO,4.4,2,406.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.919364, 10.763032]"
Amazonia by Bar,995322080,Bryggegangen 6,0252,OSLO,3.5,,59.0,8,0.3333333333333333,9,1,,,0.8888888888888888,4,2,3,0,"[59.9086675, 10.721936]"
Anatolia Tyrkisk Restaurant ,915497985,ØKERNVEIEN 9,0653,OSLO,4.3,2,487.0,7,0.25,8,1,,,0.875,3,3,2,0,"[59.914864, 10.776167]"
Anne på Landet,913929810,LJANSBRUKVEIEN 6,1250,OSLO,4.4,,439.0,6,0.1666666666666666,6,1,,,1.0,1,4,1,0,"[59.83288, 10.772798]"
Anne på landet - Frognerparken,913929810,Frognerveien 67,0266,OSLO,4.3,,298.0,3,0.0,3,1,,,1.0,0,3,0,0,"[59.9249323, 10.7070774]"
Ansjosen ,927674998,Ullevålsveien 81,0454,OSLO,4.9,,34.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.93168, 10.735441]"
Aperitivo,919896485,Hegdehaugsveien 22,0167,OSLO,4.7,,115.0,4,0.25,4,1,,,1.0,1,2,1,0,"[59.920229, 10.729995]"
Apostrophe,925079529,Kirkegårdsgata 7A,0558,OSLO,4.5,,184.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.921352, 10.763883]"
Apsorn Thai Restaurant,917686149,Vogts gate 64,0477,OSLO,4.2,2,227.0,8,0.5714285714285714,7,1,,,1.1428571428571428,3,0,4,0,"[59.936147, 10.765707]"
Aquariet,819055742,Rådhusgata 27,0158,OSLO,4.9,,44.0,2,0.0,1,1,,,2.0,0,0,1,0,"[59.91111, 10.736143]"
Arakataka,981688007,Mariboes gate 7B,0183,OSLO,4.6,3,694.0,6,0.25,8,1,,,0.75,4,2,2,0,"[59.916379, 10.750812]"
Arno Ristorante,914542162,FREDENSBORGVEIEN 30 B,0177,OSLO,4.4,2,180.0,2,0.0,5,1,,,0.4,3,2,0,0,"[59.919897, 10.748368]"
Arte Pazza,887486212,ULLEVÅLSVEIEN 61,0171,OSLO,4.4,2,310.0,15,0.5833333333333334,12,1,,,1.25,5,0,6,1,"[59.926388, 10.738349]"
Asia Kebab og pizzahus,996480550,Grønlandsleiret 10,0190,OSLO,4.0,1,212.0,20,0.5625,16,1,,,1.25,6,1,8,1,"[59.912517, 10.765006]"
Asian Box As,916557000,SPORVEISGATA 35,0354,OSLO,4.5,2,385.0,11,0.4545454545454545,11,1,,,1.0,5,1,5,0,"[59.925194, 10.725351]"
Atelier Asian Tapas,998537010,VULKAN 5,0178,OSLO,4.3,,55.0,6,0.1428571428571428,7,1,,,0.8571428571428571,2,4,1,0,"[59.922253, 10.751749]"
Atlas Brasserie,919582065,Jernbanetorget 2,0154,OSLO,4.1,,138.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.910765, 10.749568]"
Aura -Jewel of India,928737969,Oscars gate 81,0256,OSLO,5.0,,8.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.915918, 10.716958]"
Avalon,926745751,Munkedamsveien 31,0250,OSLO,4.2,,40.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.912075, 10.726526]"
Awari Pizza,926761277,Helgesens gate 72,0558,OSLO,3.7,,171.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.92236, 10.770395]"
Aymara AS,913691601,Parkveien 64,0254,OSLO,4.4,2,485.0,6,0.25,8,1,,,0.75,4,2,2,0,"[59.914373, 10.721731]"
Azadi Restaurant,919343923,Mandallsgate 4,0190,OSLO,3.8,2,308.0,21,0.6,15,1,,,1.4,5,1,7,2,"[59.91217282737333, 10.763807776561924]"
BA3,919440295,Bygdøy Alle 3,0257,OSLO,4.1,3,239.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.914995, 10.716773]"
BAKER HANSEN LILLE GRENSEN,912312658,KARL JOHANS GATE 25,0159,OSLO,4.0,2,35.0,4,0.0,7,1,,,0.5714285714285714,3,4,0,0,"[59.913312, 10.74101]"
BAKER NORDBY GUNERIUS AVD 29,911737795,STORGATEN 32,0184,OSLO,3.2,,12.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.91416270374981, 10.75291492545648]"
BAKER NORDBY TØYEN   AVD 28,923536450,Økernveien 9,0653,OSLO,4.3,2,59.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.914864, 10.776167]"
BAMBUS SUSHI NOODLES avd. Barcode,914858534,TRELASTGATA 5,0191,OSLO,4.1,2,185.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.908694, 10.758453]"
BD57,914958202,MARKVEIEN 57,0554,OSLO,4.4,2,1057.0,11,0.4,10,1,,,1.1,4,2,3,1,"[59.919959, 10.757226]"
BFF,923198709,Bygdøy Alle' 15,0257,OSLO,4.3,2,355.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.915812, 10.714048]"
BISLETT BISTRO AS,995004496,Thereses gate 20B,0168,OSLO,4.5,2,334.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.929113, 10.733267]"
BIT ,884645182,JERNBANETORGET 6,0154,OSLO,4.0,,112.0,2,0.0,6,1,,,0.3333333333333333,4,2,0,0,"[59.911771, 10.751553]"
BIT AS avd AKERSGATA,916552440,AKERSGATA 36,0180,OSLO,4.4,,37.0,0,0.0,5,1,,,0.0,5,0,0,0,"[59.914426, 10.743251]"
BIT AS avd STORO,913205243,VITAMINVEIEN 7-9,0485,OSLO,4.1,,13.0,2,0.0,6,1,,,0.3333333333333333,4,2,0,0,"[59.9464094, 10.7744019]"
BIT OSLO BUSSTERMINAL,922149364,Schweigaards gate 10,0185,OSLO,3.7,,7.0,0,0.0,2,1,,,0.0,2,0,0,0,"[59.911683, 10.758148]"
BJØLSEN SUSHI & BUBBLETEA AS,925944726,Sarpsborggata 12C,0468,OSLO,4.2,2,112.0,2,0.0,1,1,,,2.0,0,0,1,0,"[59.942341, 10.759896]"
BRASSERIE OUEST,917949050,Elisenbergveien 19,0265,OSLO,4.5,3,224.0,2,0.25,4,1,,,0.5,3,0,1,0,"[59.918652, 10.706246]"
BURGER KING AVD 5007 ,915357679,C/O BURGER KING VALKYRIEGATEN 11,0366,OSLO,3.7,1,843.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.92906000000005, 10.717070000000035]"
Bacalao til Folket Barcode,828410822,Dronning Eufemias gate 14,0191,OSLO,4.9,,111.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.908438, 10.758252]"
Backstube Byporten,916199422,jernbanetorget 6,0154,OSLO,4.2,1,56.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.911771, 10.751553]"
Backstube Grønland,828505262,Grønlandsleiret 3,0190,OSLO,4.1,1,181.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.91253, 10.763184]"
Backstube Oslo City,916199422,Stenersgata 1 (Oslo City),050,OSLO,4.3,1,104.0,6,0.75,4,1,,,1.5,1,0,3,0,"[59.91271000000006, 10.751780000000053]"
Backstube S12,916199422,Storgata 12,0155,OSLO,4.3,1,169.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.913262, 10.750183]"
Backstube Schous Plass,928505375,Thorvald Meyers gate 73B,0552,OSLO,4.3,1,59.0,3,0.0,2,1,,,1.5,1,0,0,1,"[59.920933, 10.759015]"
Backstube Stovner,828505572,Stovner Senter,0985,OSLO,4.4,1,19.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.9623952, 10.9260986]"
Baker Hansen ,912742679,SCHULTZGATE 1,0365,OSLO,4.3,2,225.0,7,0.25,8,1,,,0.875,3,3,2,0,"[59.92729987014425, 10.72018183335669]"
Baker Hansen A/S,972220639,VITAMINVEIEN 7,0485,OSLO,3.9,2,158.0,3,0.0,6,1,,,0.5,3,3,0,0,"[59.946842, 10.775387]"
Baker Hansen A/S,991483489,NYDALSVEIEN 33,0484,OSLO,4.3,2,72.0,3,0.0,5,1,,,0.6,2,3,0,0,"[59.949565, 10.765789]"
Baker Hansen A/S CC Vest,974195259,LILLEAKERVEIEN 16,0283,OSLO,3.9,2,86.0,6,0.1428571428571428,7,1,,,0.8571428571428571,2,4,1,0,"[59.917405, 10.636047]"
Baker Hansen Adamstuen,990124957,ULLEVÅLSVEIEN 95,0359,OSLO,4.4,2,105.0,5,0.0,6,1,,,0.8333333333333334,1,5,0,0,"[59.932878, 10.733159]"
Baker Hansen Frogner,988862983,Skovveien 8,0257,OSLO,4.3,2,61.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.916457, 10.716222]"
Baker Hansen Fyrstikktorget,887878552,KAROLINE KRISTIANSENS VEI 7,0661,OSLO,4.2,2,161.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.914314, 10.796206]"
Baker Hansen HAAKON VII Gt,922558795,Haakon VIIs gate 5,0161,OSLO,4.1,2,21.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.913846, 10.731165]"
Baker Hansen Hasle Torg,991298177,GRENSEVEIEN  50,0579,OSLO,4.0,2,331.0,3,0.0,6,1,,,0.5,3,3,0,0,"[59.923566, 10.792788]"
Baker Hansen Hegdehaugsveien,922405506,Hegdehaugsveien 35,0352,OSLO,4.0,2,46.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.922941, 10.726558]"
Baker Hansen Kvadraturen,914617790,Kirkegata 15,0153,OSLO,4.3,2,159.0,1,0.0,3,1,,,0.3333333333333333,2,1,0,0,"[59.910181, 10.743439]"
Baker Hansen Løren,919539550,Lørenveien 55,0580,OSLO,4.1,2,246.0,4,0.0,4,1,,,1.0,0,4,0,0,"[59.928868, 10.795937]"
Baker Hansen Rådhuset,990942005,Rådhusgata 21,0158,OSLO,4.3,2,208.0,4,0.0,6,1,,,0.6666666666666666,2,4,0,0,"[59.910626, 10.738294]"
Baker Hansen Røa,976001931,Vækerøveien 207,0751,OSLO,4.2,2,159.0,4,0.25,4,1,,,1.0,1,2,1,0,"[59.948301, 10.643924]"
Baker Hansen Sjølyst,884701392,Sjølyst plass 2,0277,OSLO,3.9,2,33.0,5,0.1428571428571428,7,1,,,0.7142857142857143,3,3,1,0,"[59.920453, 10.68219]"
Baker Hansen Ullevål stadion ,996544311,SOGNSVEIEN 75A,0855,OSLO,4.0,2,81.0,10,0.2222222222222222,9,1,,,1.1111111111111112,1,6,2,0,"[59.948558, 10.732823]"
Baker Hansen Vika,927097184,Ruseløkkveien 3,0251,OSLO,4.2,2,186.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.914243, 10.728986]"
Baker Hansen Vinderen,898879712,SLEMDALSVEIEN 70,0370,OSLO,4.3,2,247.0,6,0.1666666666666666,6,1,,,1.0,1,4,1,0,"[59.9421842, 10.7041009]"
Baker Hansen Vogtsgate,914868416,Vogts gate 68,0477,OSLO,4.1,2,173.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.936794, 10.76635]"
Baker Hansen Wesselsgate ,918558411,Wesselsgate 2A,0165,OSLO,4.3,2,151.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.91979479785999, 10.743174399595318]"
Baker Nordby AS,973100572,C. J. Hambros plass,0164,OSLO,4.2,2,75.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.9156007, 10.740922689655173]"
Baker Nordby Alna senter,981612035,STRØMSVEIEN 245,0668,OSLO,4.3,2,13.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.9260008, 10.847668]"
Baker Nordby Colosseum,995525593,SØRKEDALSVEIEN 10,0369,OSLO,,2,,1,0.0,1,1,,,1.0,0,1,0,0,"[59.930729, 10.709962]"
Baker Nordby Holmlia,927042940,Holmliaveien 75,1255,OSLO,4.3,2,13.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.834247, 10.79604]"
Baker Nordby Ringnes Park,923035575,Sannergata 6B,0557,OSLO,3.9,2,14.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.928583, 10.759722]"
Baker Nordby Senter Syd,983779646,LOFSRUDVEIEN 6,1281,OSLO,3.9,2,31.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.848419, 10.829195]"
Baker Nordby Stovner,995525496,Stovner Senter 3,0985,OSLO,2.7,2,3.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.962146, 10.924524]"
Baker Nordby Tveita,873100532,Tvetenveien 150,0671,OSLO,4.3,2,13.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.913836, 10.841898]"
Baker Nordby avd. Bryn senter,921411855,Østensjøveien 79,0667,OSLO,4.3,2,13.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.903192, 10.822458]"
Baker Rigal,917168636,Waldemar Thranes gate 72,0175,OSLO,4.0,,46.0,6,0.6,5,1,,,1.2,2,0,3,0,"[59.928221, 10.750506]"
Baker Samson avd.Carl Berner,975039013,TRONDHEIMSVEIEN 110A,0565,OSLO,4.0,2,194.0,12,0.4545454545454545,11,1,,,1.0909090909090908,5,1,4,1,"[59.925704, 10.775512]"
Bakgården,827200522,Thorvald Meyersgate 63,0552,OSLO,4.0,,69.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.921882059388736, 10.75913471670782]"
Balkan Pizza & Kebab House avd. Bislett,982419867,Mauritz Hansens gate 5,0350,OSLO,4.2,2,927.0,8,0.25,8,1,,,1.0,2,4,2,0,"[59.921459, 10.732063]"
Baltazar Ristorante & Enoteca AS,999259766,DRONNINGENS GATE 27,0154,OSLO,4.2,2,1078.0,8,0.3333333333333333,9,1,,,0.8888888888888888,4,2,3,0,"[59.91219, 10.747766]"
Bamboo Sagene AS,914233429,Stockfleths gate 53B,0461,OSLO,4.2,1,353.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.937015, 10.752473]"
Bambus Sushi Noodles Storo ,995505037,VITAMINVEIEN 9-11,0485,OSLO,1.9,,66.0,0,0.0,2,1,,,0.0,2,0,0,0,"[59.9464094, 10.7744019]"
Bar Brutus,817738532,EIRIKS GATE 2,0650,OSLO,4.3,2,368.0,5,0.1666666666666666,6,1,,,0.8333333333333334,2,3,1,0,"[59.911569, 10.771412]"
Bar Polar,914226929,Sandakerveien 72,0484,OSLO,4.3,1,136.0,5,0.6666666666666666,3,1,,,1.6666666666666667,1,0,1,1,"[59.9424395, 10.7699621]"
Barramon,997955544,"Mathallen Oslo, MARIDALSVEIEN 17 ",0178,OSLO,4.7,,79.0,4,0.25,4,1,,,1.0,1,2,1,0,"[59.92264686614399, 10.751204849570627]"
Bastard Burgers,926589040,Frognerveien 1A,0257,OSLO,3.8,2,228.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.9156329, 10.7168405]"
Bastard Burgers Torggata,929099354,Torggata 18,0181,OSLO,3.9,2,98.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.916107, 10.751479]"
Beer Palace,972350141,Holmens gate 3,0250,OSLO,4.2,2,1939.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.910709, 10.726566]"
Beijing Palace,979722230,PILESTREDET 27,0164,OSLO,4.1,2,266.0,10,0.3,10,1,,,1.0,3,4,3,0,"[59.917595, 10.738354]"
Beirut kebab Grønland Torg,913691598,Smalgangen 42,0188,OSLO,4.0,1,450.0,6,0.5,4,1,,,1.5,1,1,1,1,"[59.912544, 10.760948]"
Bella Bambina,998125138,JERNBANETORGET 1,0154,OSLO,3.5,3,394.0,14,0.4615384615384615,13,1,,,1.0769230769230769,6,1,5,1,"[59.910875, 10.750737]"
Bella Bistro,919803185,Grefsenveien 94 A,0492,OSLO,4.3,,138.0,5,0.4,5,1,,,1.0,2,1,2,0,"[59.955975, 10.785262]"
Bella Notte Cafe Bar,821149932,Carl Berners plass 2,0568,OSLO,4.0,,104.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.926505, 10.776109]"
Ben Reddik Restaurant,920485723,Leirfallsgata 6,0550,OSLO,4.0,2,363.0,2,0.0,3,1,,,0.6666666666666666,1,2,0,0,"[59.919335, 10.757515]"
Benares Indisk Restaurant og Bar,926139398,Tordenskiolds gate 8,0160,OSLO,4.4,2,739.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.912267, 10.735822]"
Best Friends Pizza,925841943,Thorvald Meyers gate 26,0555,OSLO,4.0,,78.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.92756, 10.75928]"
Best Konditori AS,921565712,Storgata 53 A,0182,OSLO,3.9,,61.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.9165479, 10.7566978]"
Big Horn Steak House,975968898,MØLLERGATA 10,0179,OSLO,3.6,3,533.0,8,0.375,8,1,,,1.0,3,2,3,0,"[59.9144, 10.747041]"
Big Horn Steak House Aker Brygge/ Burgerhouse,974192926,FJORDALLÉEN 2,0250,OSLO,3.8,3,1380.0,8,0.4,10,1,,,0.8,6,0,4,0,"[59.909047, 10.725175]"
Big bite,924010851,Sognsveien 67,0854,OSLO,3.6,,79.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.947491, 10.733012]"
Billie`s Kitchen,925051527,Valkyriegata 3,0366,OSLO,4.8,,8.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.928273, 10.718532]"
Birk Bar ,912240770,Tevlingveien 21,1081,OSLO,4.8,,4.0,4,0.4,5,1,,,0.8,3,0,2,0,"[59.930126, 10.868252]"
Bislett kebab House AVD Kalbakken,917077436,Trondheimsveien 391,0953,OSLO,3.8,1,1170.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.952359, 10.867368]"
Bislett kebab House AVD Prinsdal,998932742,Nedre Prinsdals vei 77,1263,OSLO,3.8,1,705.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.833618, 10.807447]"
Bislett kebab House AVD Sandaker,918905979,Sandakerveien 72C,0484,OSLO,3.6,1,493.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.9424395, 10.7699621]"
Bislett kebab House Carl Berner,998009073,Trondheimsveien 139,0570,OSLO,3.6,1,493.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.929546, 10.77833]"
Bistro Budapest,919228660,Vulkan 5,0178,OSLO,4.5,,93.0,7,0.4285714285714285,7,1,,,1.0,3,1,3,0,"[59.922253, 10.751749]"
Bistro X,921905750,Bøkkerveien 15,0579,OSLO,4.2,,236.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.927632, 10.796924]"
Bliss Consept AS,984934580,NORDSTRANDVEIEN 32,1163,OSLO,4.8,,10.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.8612147, 10.7957767]"
Bombay Cuisine ,999186874,TOFTES GATE 19B,0556,OSLO,4.4,2,358.0,7,0.375,8,1,,,0.875,4,1,3,0,"[59.929613, 10.760858]"
Bon Lio ,912196852,Sofienberggata 17,0558,OSLO,4.7,4,292.0,3,0.0,6,1,,,0.5,3,3,0,0,"[59.922204, 10.76166]"
BonBon,925292966,Dronning Eufemias gate 43,0194,OSLO,4.1,,85.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.907172, 10.759753]"
Bonita Blomster Cafe and juice ,914415047,BRISKEBYVEIEN 28,0259,OSLO,4.8,1,176.0,11,0.3333333333333333,9,1,,,1.2222222222222223,2,4,2,1,"[59.919955, 10.717977]"
Bono ,913979842,Niels Juels gate 25,0257,OSLO,4.6,2,122.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.916089, 10.714146]"
Borggården ,972001198,FRIDTJOF NANSENS PLASS 5,0160,OSLO,4.4,3,431.0,7,0.3333333333333333,9,1,,,0.7777777777777778,5,1,3,0,"[59.913219, 10.734441]"
Boulangerie M,915758746,Sigurd Hoels vei 45,0655,OSLO,4.5,2,363.0,10,0.5714285714285714,7,1,,,1.4285714285714286,3,0,2,2,"[59.917866, 10.787472]"
Brasilia Oslo,922827591,Kronprinsesse Märthas plass 1,0160,OSLO,4.4,2,747.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.912771, 10.732951]"
Brasseri Rivoli AS,921813597,Operagata 3,0194,OSLO,4.4,3,284.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.906525, 10.755677]"
Brasserie Blanche,914587069,Josefines gate 23 ,0351,OSLO,4.6,2,588.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.923094, 10.725904]"
Brasserie Coucou,926504819,Henrik Ibsens gate 60C,0255,OSLO,4.3,,52.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.914992, 10.720439]"
Brasserie France Kasserollen Restaurantdrift as,983560342,ØVRE SLOTTSGATE 16,0157,OSLO,4.6,2,1003.0,6,0.1428571428571428,7,1,,,0.8571428571428571,2,4,1,0,"[59.913084, 10.742608]"
Brasserie Hansken AS,976646789,AKERSGATA 2,0157,OSLO,4.2,2,394.0,3,0.0,6,1,,,0.5,3,3,0,0,"[59.9109, 10.739299]"
Brasserie Paleo -  Thon Hotel Rosenkrantz,974103877,ROSENKRANTZ' GATE 1,0159,OSLO,4.5,3,173.0,7,0.1428571428571428,7,1,,,1.0,1,5,1,0,"[59.915608, 10.740558]"
Braud Toastbar,922783713,Thorvald Meyers gate 47A,0555,OSLO,4.6,,90.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.924155, 10.758885]"
Breadbowl,919639296,Frognerveien 9,0257,OSLO,4.6,2,698.0,4,0.25,4,1,,,1.0,1,2,1,0,"[59.916528, 10.715331]"
Breddos AS,924721391,Vulkan 5,0178,OSLO,4.0,,109.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.922253, 10.751749]"
Breddos Oslo Sentralstasjon,828120492,Jernbanetorget 1,0154,OSLO,4.2,,31.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.910875, 10.750737]"
Bristol Grill,973093673,Kristian IV's Gate 7,0164,OSLO,4.2,,85.0,3,0.0,7,1,,,0.4285714285714285,4,3,0,0,"[59.9165875, 10.7344042]"
Brobekk Grill og Pizza,915741711,BROBEKKVEIEN 100,0582,OSLO,3.8,,438.0,2,0.5,2,1,,,1.0,1,0,1,0,"[59.928534, 10.831278]"
Broker Restaurantdrift AS,918205713,Bogstadveien 27,0355,OSLO,3.9,2,510.0,3,0.3333333333333333,3,1,,,1.0,1,1,1,0,"[59.926528, 10.721963]"
Brooklyn Burger Joint Oslo,918273816,Hagegata 22,0653,OSLO,4.0,,244.0,5,0.3333333333333333,6,1,,,0.8333333333333334,3,1,2,0,"[59.914421, 10.775439]"
Brødbakerne Skøyen,994338463,KARENSLYST ALLÉ 50,0279,OSLO,4.1,2,266.0,12,0.4545454545454545,11,1,,,1.0909090909090908,4,2,5,0,"[59.921446, 10.679644]"
Buddha Ramen Bar,923444998,Dronning Eufemias Gate 14,0191,OSLO,4.0,,214.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.908438, 10.758252]"
Buddha Ramen Oslo Street Food,923444998,Torggata 16b,0181,OSLO,4.5,,2.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.915926, 10.751005]"
Bun´s Burgerbar,913536835,SØRENGKAIA 71,0194,OSLO,4.2,2,847.0,5,0.2857142857142857,7,1,,,0.7142857142857143,4,1,2,0,"[59.903093, 10.753896]"
Burger Joint ,913749405,HOLMENS GATE 3,0250,OSLO,4.2,2,942.0,8,0.3333333333333333,9,1,,,0.8888888888888888,4,2,3,0,"[59.910709, 10.726566]"
Burger King - Oslo Sentralstasjon,975893677,Jernbanetorget 1,0154,OSLO,2.6,1,334.0,1,0.0,1,1,,,1.0,0,1,0,0,"[59.910875, 10.750737]"
Burger King Klingenberg King Food AS,973140272,KLINGENBERGGATA 5,0161,OSLO,3.5,1,1342.0,6,0.1428571428571428,7,1,,,0.8571428571428571,2,4,1,0,"[59.913608, 10.732172]"
Burger King Manglerud,973140272,PLOGVEIEN 6,0679,OSLO,3.6,1,388.0,2,0.1666666666666666,6,1,,,0.3333333333333333,5,0,1,0,"[59.89729, 10.81286]"
Burger King Mortensrud,918951512,LOFSRUDVEIEN 6,1281,OSLO,3.4,1,219.0,1,0.0,2,1,,,0.5,1,1,0,0,"[59.848419, 10.829195]"
Burger King Stovner,977479363,STOVNER SENTER 3,0985,OSLO,3.5,1,176.0,0,0.0,1,1,,,0.0,1,0,0,0,"[59.962146, 10.924524]"
Burger King Sæter,815162862,EKEBERGVEIEN 235,1162,OSLO,3.5,1,360.0,4,0.25,4,1,,,1.0,1,2,1,0,"[59.861083, 10.799907]"
Burger King Torggata,819070202,Torggata 24,0182,OSLO,3.4,1,652.0,2,0.0,2,1,,,1.0,0,2,0,0,"[59.916567, 10.752253]"
